Codul SIRUTA;Denumire UAT;Populatia UAT;Nr. max. posturi cf. pct. 1 din anexa la O.U.G nr. 63/2010;Reducere cu 40% nr. max posturi;Reducere cu 45% nr. max posturi;Posturi pt. evidența populației;Posturi pt. poliţia locală;1 post poliție la 1200 locuitori;Posturi pt. implementare proiecte europene;Posturi pt. șoferi microbuze şcolare;Posturi pt. postimplementare proiecte europene;TOTAL ACTUAL;TOTAL CU REDUCERE 40%;TOTAL CU REDUCERE 45%;POSTURI OCUPATE;Diferență reducere 40% vs. posturi ocupate;Diferență reducere 45% vs. posturi ocupate
62823;Saraiu;1242;14;8;8;0;0;0;5;0;0;19;13;13;16;-3;-3
62878;Săcele;2380;18;11;10;0;0;0;0;0;0;18;11;10;18;-7;-8
62903;Seimeni;2116;16;10;9;0;0;0;0;1;0;17;11;10;18;-7;-8
62949;Siliştea;1469;14;8;8;0;3;1;0;1;0;18;11;10;10;1;0
62985;Târguşor;1533;15;9;8;0;3;1;3;1;0;22;14;14;13;1;1
63045;Topalu;1665;15;9;8;0;0;0;0;1;0;16;10;9;14;-4;-5
63072;Topraisar;6360;32;19;18;3;0;0;8;0;0;43;30;29;27;3;2
63125;Valu Lui Traian;18286;54;32;30;3;18;15;10;2;0;87;63;60;58;5;2
63152;Lumina;12456;48;29;26;0;12;10;8;1;0;69;48;46;53;-5;-7
63161;Dumbrăveni;502;9;5;5;0;0;0;5;0;0;14;10;10;8;2;2
63170;Vulturu;704;9;5;5;0;0;0;0;1;0;10;6;6;9;-3;-3
63189;Tortoman;1861;15;9;8;0;3;2;8;1;0;27;20;19;12;8;7
63198;Amzacea;2874;20;12;11;0;0;0;5;0;0;25;17;16;15;2;1
63278;Horia;1034;12;7;7;0;0;0;8;1;0;21;16;16;13;3;3
63286;Costineşti;3421;20;12;11;0;3;3;5;0;0;28;20;19;19;1;0
63294;Bărăganu;2133;16;10;9;0;3;2;3;0;0;22;14;14;12;2;2
63300;Cuza Vodă;4776;27;16;15;0;5;4;8;1;0;41;29;28;31;-2;-3
63318;Saligny;2364;18;11;10;0;0;0;5;1;0;24;17;16;7;10;9
63326;Grădina;1046;12;7;7;0;3;1;5;1;0;21;14;13;13;1;0
63334;Fântânele;1571;15;9;8;0;0;0;5;1;0;21;15;14;11;4;3
145;CJ Covasna;221294;279;167;153;15;0;0;10;0;2;306;194;180;252;-58;-72
63394;Sfântu Gheorghe;61148;403;242;222;16;62;51;10;3;22;516;344;324;279;65;45
63447;Baraolt;8797;67;40;37;3;0;0;8;1;0;79;52;49;61;-9;-12
63526;Covasna;10628;80;48;44;4;11;9;8;1;0;104;70;66;90;-20;-24
63553;Comandău;938;11;7;6;0;0;0;0;0;0;11;7;6;11;-4;-5
63580;Întorsura Buzăului;9304;67;40;37;3;0;0;10;4;0;84;57;54;49;8;5
63633;Barcani;4007;24;14;13;3;0;0;8;2;5;42;32;31;25;7;6
63688;Sita Buzăului;4781;27;16;15;0;0;0;5;2;0;34;23;22;23;0;-1
63740;Târgu Secuiesc;18788;154;92;85;7;19;16;10;1;0;191;126;118;88;38;30
63777;Aita Mare;1592;15;9;8;0;0;0;3;1;0;19;13;12;12;1;0
63802;Băţani;4774;27;16;15;0;0;0;0;1;0;28;17;16;24;-7;-8
63866;Belin;3376;20;12;11;0;0;0;0;0;0;20;12;11;15;-3;-4
63893;Bodoc;2554;20;12;11;0;0;0;3;0;0;23;15;14;12;3;2
63937;Boroşneu Mare;3292;20;12;11;0;0;0;0;0;0;20;12;11;15;-3;-4
64005;Brateş;1382;14;8;8;0;0;0;5;1;0;20;14;14;10;4;4
64041;Brăduţ;5243;27;16;15;0;0;0;0;1;0;28;17;16;22;-5;-6
64096;Breţcu;3391;22;13;12;0;0;0;0;1;0;23;14;13;18;-4;-5
64130;Catalina;3241;21;13;12;0;3;3;3;1;0;28;19;18;17;2;1
64194;Cernat;3980;24;14;13;0;0;0;2;2;3;31;21;20;24;-3;-4
64238;Chichiş;1504;15;9;8;0;0;0;5;1;0;21;15;14;14;1;0
64265;Dobârlău;2195;17;10;9;0;0;0;8;1;0;26;19;18;11;8;7
64318;Ghelinţa;5184;27;16;15;3;5;4;5;1;0;41;30;28;32;-2;-4
64345;Ghidfalău;2666;20;12;11;0;0;0;3;0;0;23;15;14;15;0;-1
64390;Hăghig;2514;19;11;10;0;3;2;0;2;0;24;15;15;17;-2;-2
64425;Ilieni;2138;16;10;9;0;0;0;0;0;0;16;10;9;13;-3;-4
64461;Lemnia;1781;15;9;8;0;0;0;3;1;0;19;13;12;14;-1;-2
64504;Malnaş;1007;13;8;7;0;0;0;0;0;0;13;8;7;13;-5;-6
64568;Moacşa;1253;14;8;8;0;0;0;0;1;0;15;9;9;10;-1;-1
64602;Ojdula;3654;22;13;12;3;4;3;5;1;6;41;31;30;24;7;6
64639;Ozun;4584;27;16;15;0;5;4;5;1;0;38;26;25;28;-2;-3
64719;Poian;1700;15;9;8;0;0;0;0;2;0;17;11;10;14;-3;-4
64773;Reci;2278;18;11;10;0;0;0;5;2;0;25;18;17;18;0;-1
64826;Sânzieni;4509;27;16;15;0;5;4;0;1;2;35;23;22;27;-4;-5
64871;Turia;3788;23;14;13;0;0;0;3;2;0;28;19;18;20;-1;-2
64906;Valea Crişului;2470;19;11;10;0;0;0;5;1;0;25;17;16;12;5;4
64942;Vâlcele;6044;29;17;16;0;0;0;10;2;0;41;29;28;15;14;13
64997;Vârghiş;1707;15;9;8;0;0;0;3;0;0;18;12;11;10;2;1
65011;Zagon;4980;28;17;15;0;0;0;0;2;0;30;19;17;29;-10;-12
65048;Zăbala;4550;27;16;15;0;0;0;5;2;0;34;23;22;22;1;0
65099;Valea Mare;1114;13;8;7;0;0;0;5;0;0;18;13;12;13;0;-1
65105;Mereni;1231;14;8;8;0;0;0;8;1;0;23;17;17;10;7;7
65113;Arcuş;1759;15;9;8;0;0;0;3;0;0;18;12;11;9;3;2
65121;Bixad;1696;15;9;8;0;0;0;3;0;0;18;12;11;12;0;-1
65139;Micfalău;1721;15;9;8;0;0;0;3;0;0;18;12;11;13;-1;-2
65147;Dalnic;935;11;7;6;0;0;0;5;0;0;16;12;11;10;2;1
65154;Estelnic;1116;13;8;7;0;0;0;0;1;0;14;9;8;13;-4;-5
154;CJ Dâmboviţa;504683;508;305;279;34;101;81;10;0;3;656;433;407;416;17;-9
65342;Târgovişte;87238;575;345;316;26;87;73;10;1;49;748;504;475;401;103;74
65379;Aninoasa;6417;36;22;20;0;6;5;0;0;0;42;27;25;30;-3;-5
65413;Doiceşti;4620;30;18;17;0;5;4;3;0;1;39;26;24;27;-1;-3
65431;Răzvad;8890;43;26;24;0;0;0;5;0;0;48;31;29;37;-6;-8
65477;Şotânga;6806;40;24;22;0;7;6;3;0;5;55;38;36;34;4;2
65501;Ulmi;4902;30;18;17;0;0;0;0;0;0;30;18;17;27;-9;-11
65609;Fieni;7017;65;39;36;4;7;6;3;0;0;79;52;49;38;14;11
65645;Moţăieni;1901;19;11;10;0;0;0;0;0;1;20;12;11;15;-3;-4
65681;Găeşti;14246;120;72;66;10;14;12;10;1;0;155;105;99;108;-3;-9
65707;Gura Foii;2160;19;11;10;0;0;0;5;0;0;24;16;15;15;1;0
65752;Petreşti;5263;33;20;18;3;5;4;0;1;0;42;28;27;24;4;3
65841;Moreni;18527;165;99;91;7;19;15;10;0;0;201;131;123;129;2;-6
65869;Iedera;3840;27;16;15;0;4;3;0;0;0;31;19;18;21;-2;-3
65921;Pucioasa;14204;123;74;68;5;14;12;10;0;0;152;101;94;107;-6;-13
66009;Brăneşti;4057;25;15;14;0;0;0;3;0;0;28;18;17;22;-4;-5
66081;Titu;9858;82;49;45;6;10;8;3;0;0;101;66;62;84;-18;-22
66152;Braniştea;3804;29;17;16;0;0;0;5;0;0;34;22;21;22;0;-1
66198;Băleni;8608;43;26;24;0;0;0;5;0;0;48;31;29;37;-6;-8
66223;Bărbuleţu;2018;20;12;11;0;0;0;5;1;0;26;18;17;20;-2;-3
66330;Bezdead;4164;30;18;17;0;0;0;0;1;0;31;19;18;20;-1;-3
66401;Bilciureşti;1896;17;10;9;0;0;0;0;0;0;17;10;9;11;-1;-2
66438;Buciumeni;4136;30;18;17;0;0;0;0;0;0;30;18;17;24;-6;-8
66474;Bucşani;6541;40;24;22;0;0;0;3;0;0;43;27;25;31;-4;-6
66526;Cândeşti;2541;22;13;12;0;0;0;5;0;0;27;18;17;17;1;0
66580;Cobia;2832;22;13;12;0;0;0;3;0;0;25;16;15;17;-1;-2
66697;Cojasca;9559;43;26;24;3;10;8;8;0;0;64;45;43;31;14;12
66731;Comişani;5032;30;18;17;0;0;0;0;0;0;30;18;17;21;-3;-5
66768;Conţeşti;4373;31;19;17;0;4;4;3;0;0;38;25;24;23;2;1
66857;Corbii Mari;8043;43;26;24;0;0;0;8;0;0;51;34;32;36;-2;-4
66955;Cornăţelu;1336;17;10;9;0;3;1;5;0;0;25;16;15;14;2;1
67014;Corneşti;5787;39;23;21;3;6;5;0;0;0;48;31;29;30;1;-1
67121;Costeştii Din Vale;3365;24;14;13;0;0;0;0;0;0;24;14;13;18;-4;-5
67167;Crângurile;3660;24;14;13;0;0;0;3;0;0;27;17;16;20;-3;-4
67256;Dărmăneşti;4637;30;18;17;0;5;4;5;0;0;40;27;25;24;3;1
67292;Dobra;3420;25;15;14;0;0;0;5;0;0;30;20;19;21;-1;-2
67327;Dragodana;6542;39;23;21;0;0;0;3;0;0;42;26;24;38;-12;-14
67407;Dragomireşti;8838;43;26;24;3;9;7;5;1;0;61;42;40;30;12;10
67470;Finta;3791;30;18;17;0;0;0;3;0;0;33;21;20;22;-1;-3
67522;Glodeni;3931;29;17;16;0;0;0;0;0;0;29;17;16;19;-2;-3
67595;Gura Ocniţei;6950;43;26;24;0;7;6;5;0;0;55;37;34;35;2;-1
67648;Gura Şuţii;5160;31;19;17;0;0;0;0;0;0;31;19;17;24;-5;-7
67675;Hulubeşti;3049;22;13;12;0;0;0;3;0;0;25;16;15;17;-1;-2
67737;I. L. Caragiale;6616;40;24;22;0;0;0;0;0;0;40;24;22;29;-5;-7
67773;Lucieni;2931;22;13;12;0;0;0;5;1;0;28;19;18;21;-2;-3
67835;Ludeşti;5028;30;18;17;0;5;4;3;0;0;38;25;24;27;-2;-3
67906;Lunguleţu;5237;33;20;18;0;0;0;5;0;0;38;25;23;29;-4;-6
67942;Malu Cu Flori;2054;21;13;12;0;3;2;5;0;0;29;19;18;14;5;4
68002;Măneşti;5423;30;18;17;0;0;0;3;0;0;33;21;20;22;-1;-3
68048;Mătăsaru;4774;31;19;17;0;0;0;0;0;0;31;19;17;17;2;0
68128;Mogoşani;4130;28;17;15;0;0;0;2;1;0;31;20;18;25;-5;-7
68182;Moroeni;4991;30;18;17;0;5;4;0;0;2;37;24;23;26;-2;-3
68253;Morteni;2562;22;13;12;0;0;0;5;0;1;28;19;18;16;3;2
68280;Nucet;4199;29;17;16;0;0;0;5;0;0;34;22;21;21;1;0
68324;Ocniţa;4234;30;18;17;3;0;0;5;1;0;39;27;26;26;1;-1
68342;Odobeşti;5015;30;18;17;0;0;0;0;0;0;30;18;17;20;-2;-4
68404;Pietroşiţa;2976;22;13;12;0;0;0;3;0;0;25;16;15;13;3;2
68431;Poiana;3355;25;15;14;0;0;0;0;0;0;25;15;14;21;-6;-7
68468;Potlogi;9345;43;26;24;3;0;0;5;0;3;54;37;35;35;2;0
68529;Produleşti;3280;23;14;13;0;0;0;3;0;0;26;17;16;18;-1;-2
68565;Pucheni;1577;17;10;9;0;0;0;0;0;0;17;10;9;13;-3;-4
68627;Răcari;6161;58;35;32;5;6;5;10;0;0;79;55;52;71;-16;-19
68716;Runcu;4111;30;18;17;0;4;3;0;0;0;34;21;20;23;-2;-3
68789;Sălcioara;3657;26;16;14;0;0;0;0;0;0;26;16;14;21;-5;-7
68887;Şelaru;2806;22;13;12;0;0;0;0;1;0;23;14;13;18;-4;-5
68921;Tătărani;4883;31;19;17;0;0;0;0;0;0;31;19;17;22;-3;-5
68976;Ulieşti;3872;29;17;16;0;0;0;0;0;0;29;17;16;17;0;-1
69063;Valea Lungă;4527;30;18;17;0;5;4;0;0;0;35;22;20;23;-1;-3
69170;Valea Mare;2003;19;11;10;0;0;0;0;0;3;22;14;13;17;-3;-4
69250;Văcăreşti;4972;30;18;17;0;0;0;0;0;0;30;18;17;19;-1;-3
69303;Văleni-Dâmboviţa;2301;22;13;12;0;0;0;0;0;0;22;13;12;18;-5;-6
69330;Vişina;3824;27;16;15;0;4;3;5;1;5;42;30;29;25;5;4
69394;Vişineşti;1606;17;10;9;0;3;1;0;0;0;20;12;11;14;-2;-3
69447;Vârfuri;1731;17;10;9;0;0;0;3;1;0;21;14;13;15;-1;-2
69526;Voineşti;5793;35;21;19;3;6;5;0;0;4;48;33;31;32;1;-1
69615;Vulcana-Băi;2953;22;13;12;3;3;2;5;1;0;34;25;24;20;5;4
101341;Brezoaele;3376;24;14;13;0;0;0;0;0;0;24;14;13;20;-6;-7
101564;Butimanu;2289;21;13;12;0;0;0;0;0;0;21;13;12;17;-4;-5
101840;Ciocăneşti;5218;30;18;17;0;0;0;0;0;0;30;18;17;23;-5;-7
102286;Crevedia;6265;37;22;20;0;0;0;5;0;1;43;28;26;36;-8;-10
104387;Niculeşti;4231;30;18;17;3;0;0;0;0;12;45;33;32;22;11;10
105142;Slobozia Moară;1975;19;11;10;0;0;0;0;0;0;19;11;10;13;-2;-3
105534;Tărtăşeşti;5213;30;18;17;0;0;0;0;0;0;30;18;17;23;-5;-7
179640;Vulcana-Pandele;4906;30;18;17;0;0;0;3;0;1;34;22;21;26;-4;-6
179711;Vlădeni;2780;23;14;13;0;0;0;0;0;0;23;14;13;16;-2;-3
179891;Raciu;3134;24;14;13;0;0;0;0;0;0;24;14;13;19;-5;-6
179908;Pietrari;2290;22;13;12;0;0;0;0;0;0;22;13;12;17;-4;-5
179917;Râu Alb;1293;17;10;9;0;0;0;3;0;0;20;13;12;14;-1;-2
179926;Răscăeţi;2143;20;12;11;0;0;0;0;0;0;20;12;11;13;-1;-2
179935;Perşinari;2684;22;13;12;0;0;0;0;0;0;22;13;12;14;-1;-2
163;CJ Dolj;667708;597;358;328;45;134;107;10;0;53;839;573;544;597;-24;-53
69900;Craiova;285722;720;432;396;46;286;238;10;0;0;1062;726;690;822;-96;-132
69964;Bucovăţ;4256;25;15;14;3;0;0;5;0;0;33;23;22;21;2;1
70094;Işalniţa;4267;25;15;14;3;4;4;0;0;0;32;22;20;30;-8;-10
70110;Podari;6950;35;21;19;0;0;0;0;0;0;35;21;19;32;-11;-13
70174;Şimnicu De Sus;5675;28;17;15;3;0;0;8;1;0;40;29;27;27;2;0
70316;Băileşti;18723;148;89;81;4;19;16;8;1;0;180;117;110;103;14;7
70352;Calafat;16680;142;85;78;3;17;14;8;1;0;171;111;104;135;-24;-31
70414;Filiaşi;17535;117;70;64;4;18;15;0;2;0;141;91;85;94;-3;-9
70502;Șegarcea;7743;63;38;35;3;8;6;8;1;0;83;56;53;56;0;-3
70520;Afumaţi;2377;20;12;11;3;0;0;8;1;3;35;27;26;15;12;11
70566;Almăj;1792;15;9;8;3;0;0;0;0;0;18;12;11;16;-4;-5
70637;Amărăştii De Jos;5343;29;17;16;3;5;4;8;0;2;47;35;33;31;4;2
70673;Amărăştii De Sus;1513;15;9;8;0;0;0;5;1;0;21;15;14;15;0;-1
70726;Apele Vii;1857;17;10;9;0;0;0;0;0;0;17;10;9;12;-2;-3
70744;Argetoaia;4587;27;16;15;3;0;0;0;0;0;30;19;18;23;-4;-5
70879;Bechet;4265;40;24;22;3;4;4;3;1;0;51;35;33;40;-5;-7
70897;Bistreţ;4089;26;16;14;3;0;0;8;0;5;42;32;30;27;5;3
70940;Bârca;4085;24;14;13;3;0;0;8;1;3;39;29;28;27;2;1
70968;Botoşeşti-Paia;643;9;5;5;0;0;0;5;0;0;14;10;10;9;1;1
70986;Brabova;1095;14;8;8;0;0;0;0;1;0;15;9;9;13;-4;-4
71055;Brădeşti;4455;27;16;15;3;4;4;5;1;0;40;29;28;30;-1;-2
71126;Braloştiţa;3662;22;13;12;3;4;3;5;0;0;34;24;23;17;7;6
71199;Bratovoeşti;3167;20;12;11;3;0;0;5;1;0;29;21;20;20;1;0
71260;Breasta;4472;27;16;15;3;4;4;0;0;0;34;23;22;28;-5;-6
71340;Bulzeşti;1195;15;9;8;0;0;0;5;0;0;20;14;13;15;-1;-2
71457;Calopăr;3902;23;14;13;3;0;0;8;1;0;35;26;25;22;4;3
71518;Caraula;2505;19;11;10;3;0;0;0;0;0;22;14;13;22;-8;-9
71536;Carpen;1965;19;11;10;3;0;0;3;1;0;26;18;17;19;-1;-2
71572;Castranova;3089;21;13;12;3;0;0;0;0;0;24;16;15;21;-5;-6
71607;Călăraşi;5212;31;19;17;3;5;4;0;1;0;40;27;25;35;-8;-10
71634;Celaru;4112;27;16;15;3;4;3;5;2;9;50;39;37;25;14;12
71698;Cerăt;4414;27;16;15;3;0;0;0;1;0;31;20;19;26;-6;-7
71723;Cernăteşti;1579;15;9;8;0;0;0;8;0;0;23;17;16;12;5;4
71787;Cetate;5125;28;17;15;3;5;4;8;2;5;51;39;38;40;-1;-2
71812;Cioroiaşi;1330;15;9;8;3;0;0;0;0;0;18;12;11;16;-4;-5
71858;Ciupercenii Noi;4891;28;17;15;3;5;4;10;1;13;60;48;46;45;3;1
71885;Coşoveni;3362;20;12;11;3;0;0;0;0;0;23;15;14;16;-1;-2
71910;Coţofenii Din Dos;2242;18;11;10;0;0;0;5;0;0;23;16;15;16;0;-1
71956;Daneţi;5264;31;19;17;3;0;0;10;0;1;45;33;31;36;-3;-5
72007;Dăbuleni;10902;90;54;50;3;11;9;8;1;8;121;83;79;94;-11;-15
72034;Desa;4795;27;16;15;3;5;4;5;1;0;41;29;28;36;-7;-8
72052;Dioşti;2654;20;12;11;0;0;0;3;1;0;24;16;15;19;-3;-4
72098;Dobreşti;2139;20;12;11;3;0;0;0;0;0;23;15;14;20;-5;-6
72150;Drăgoteşti;1928;17;10;9;3;0;0;0;1;0;21;14;13;19;-5;-6
72221;Drănic;2178;20;12;11;3;0;0;0;0;0;23;15;14;14;1;0
72276;Fărcaş;2036;16;10;9;3;0;0;0;0;0;19;13;12;16;-3;-4
72383;Galicea Mare;3849;26;16;14;3;4;3;8;1;0;42;31;30;28;3;2
72409;Gherceşti;1934;15;9;8;3;0;0;0;1;0;19;13;12;16;-3;-4
72463;Gighera;2745;20;12;11;3;0;0;0;0;0;23;15;14;18;-3;-4
72506;Giubega;1915;16;10;9;3;0;0;8;0;0;27;21;20;15;6;5
72533;Giurgiţa;2828;20;12;11;3;0;0;5;0;0;28;20;19;20;0;-1
72579;Gângiova;2571;20;12;11;3;0;0;0;1;0;24;16;15;21;-5;-6
72604;Gogoşu;457;9;5;5;0;0;0;0;0;0;9;5;5;9;-4;-4
72640;Goicea;2328;20;12;11;3;0;0;8;1;0;32;24;23;20;4;3
72677;Goieşti;3022;20;12;11;0;0;0;5;0;0;25;17;16;16;1;0
72819;Greceşti;1458;15;9;8;0;0;0;3;0;0;18;12;11;15;-3;-4
72882;Izvoare;1374;15;9;8;0;0;0;0;1;0;16;10;9;14;-4;-5
72926;Leu;4258;27;16;15;3;4;4;3;1;0;38;27;25;25;2;0
72953;Lipovu;3405;20;12;11;0;0;0;3;1;0;24;16;15;16;0;-1
72980;Măceşu De Jos;1144;14;8;8;3;0;0;5;0;0;22;16;16;15;1;1
73013;Măceşu De Sus;1111;14;8;8;3;0;0;2;0;0;19;13;13;15;-2;-2
73031;Maglavit;4368;27;16;15;3;0;0;8;1;0;39;28;27;30;-2;-3
73068;Malu Mare;8045;39;23;21;3;8;7;5;2;0;57;40;38;44;-4;-6
73102;Melineşti;3669;25;15;14;3;4;3;0;1;0;33;22;21;20;2;1
73246;Mischii;1756;15;9;8;3;0;0;0;0;0;18;12;11;17;-5;-6
73317;Mârşani;4031;27;16;15;3;4;3;0;1;0;35;24;22;28;-4;-6
73335;Moţăţei;6401;37;22;20;3;6;5;0;1;0;47;32;30;39;-7;-9
73371;Murgaşi;2189;20;12;11;3;0;0;3;0;0;26;18;17;17;1;0
73460;Negoi;2408;19;11;10;0;0;0;5;1;10;35;27;26;23;4;3
73503;Orodel;2304;20;12;11;0;0;0;2;0;0;22;14;13;20;-6;-7
73567;Ostroveni;4561;27;16;15;3;5;4;3;1;0;39;27;26;27;0;-1
73594;Perişor;1603;15;9;8;3;0;0;5;0;0;23;17;16;14;3;2
73629;Pieleşti;4510;27;16;15;3;0;0;0;1;0;31;20;19;26;-6;-7
73665;Piscu Vechi;2585;20;12;11;3;0;0;5;1;0;29;21;20;23;-2;-3
73709;Pleniţa;4225;27;16;15;3;4;4;5;1;0;40;29;27;35;-6;-8
73736;Poiana Mare;9716;49;29;27;3;10;8;8;0;0;70;48;46;58;-10;-12
73772;Predeşti;2028;16;10;9;3;0;0;3;0;0;22;16;15;17;-1;-2
73852;Radovan;1334;14;8;8;3;0;0;3;0;0;20;14;14;14;0;0
73905;Rast;3600;22;13;12;3;0;0;5;2;0;32;23;22;26;-3;-4
73923;Robăneşti;2170;19;11;10;3;3;2;5;1;0;31;22;21;19;3;2
73996;Sadova;8864;39;23;21;3;0;0;5;0;10;57;41;39;50;-9;-11
74028;Sălcuţa;2102;17;10;9;3;0;0;0;1;0;21;14;13;19;-5;-6
74073;Scăeşti;2100;16;10;9;3;0;0;0;1;0;20;14;13;14;0;-1
74108;Seaca De Câmp;1659;15;9;8;3;0;0;5;0;0;23;17;16;15;2;1
74135;Seaca De Pădure;809;12;7;7;0;0;0;0;0;0;12;7;7;12;-5;-5
74171;Secu;968;12;7;7;3;0;0;0;0;0;15;10;10;16;-6;-6
74224;Siliştea Crucii;1383;15;9;8;0;0;0;0;0;0;15;9;8;14;-5;-6
74242;Sopot;1595;15;9;8;3;0;0;0;1;0;19;13;12;13;0;-1
74322;Teasc;3057;20;12;11;3;0;0;0;1;0;24;16;15;20;-4;-5
74359;Terpeziţa;1397;15;9;8;0;0;0;3;0;0;18;12;11;12;0;-1
74411;Teslui;1986;19;11;10;0;0;0;5;0;0;24;16;15;16;0;-1
74509;Ţuglui;2850;20;12;11;3;0;0;8;1;0;32;24;23;19;5;4
74536;Unirea;3562;23;14;13;0;0;0;5;1;0;29;20;19;15;5;4
74554;Urzicuţa;3039;20;12;11;3;3;3;5;1;0;32;24;23;18;6;5
74581;Valea Stanciului;5086;28;17;15;3;0;0;3;1;0;35;24;22;26;-2;-4
74616;Vela;1754;15;9;8;0;0;0;3;1;0;19;13;12;15;-2;-3
74705;Verbiţa;1218;14;8;8;0;0;0;0;0;0;14;8;8;10;-2;-2
74732;Vârtop;1666;15;9;8;0;0;0;0;0;0;15;9;8;14;-5;-6
74750;Vârvoru De Jos;2406;20;12;11;0;0;0;8;1;0;29;21;20;12;9;8
74842;Catane;2129;16;10;9;0;0;0;3;0;3;22;16;15;18;-2;-3
74859;Cârcea;3721;22;13;12;3;4;3;8;0;3;40;30;29;26;4;3
74867;Cârna;1322;14;8;8;3;0;0;3;0;2;22;16;16;12;4;4
74875;Coţofenii Din Faţă;2085;16;10;9;3;3;2;0;0;0;22;14;14;16;-2;-2
74883;Dobroteşti;1468;15;9;8;3;0;0;5;0;0;23;17;16;15;2;1
74891;Galiciuica;1308;15;9;8;0;0;0;5;0;0;20;14;13;15;-1;-2
74907;Ghidici;2479;20;12;11;3;0;0;0;1;0;24;16;15;23;-7;-8
74915;Ghindeni;1785;15;9;8;0;0;0;0;0;0;15;9;8;15;-6;-7
74923;Întorsura;1387;15;9;8;3;0;0;3;0;0;21;15;14;10;5;4
74931;Pleşoi;1213;14;8;8;3;3;1;2;0;0;22;14;14;13;1;1
74949;Rojişte;2495;20;12;11;3;0;0;5;0;0;28;20;19;23;-3;-4
74956;Tălpaş;1141;15;9;8;0;0;0;0;1;0;16;10;9;13;-3;-4
172;CJ Galaţi;625067;524;314;288;42;0;0;10;0;3;579;369;343;475;-106;-132
75098;Galaţi;300918;702;421;386;56;300;251;10;0;0;1068;738;703;870;-132;-167
75114;Şendreni;5783;29;17;16;0;6;5;0;0;1;36;23;22;25;-2;-3
75150;Vânători;7316;36;22;20;0;7;6;0;1;0;44;29;27;34;-5;-7
75203;Tecuci;48426;273;164;150;21;48;40;5;0;0;347;230;217;229;1;-12
75221;Drăgăneşti;6646;33;20;18;0;0;0;0;0;0;33;20;18;23;-3;-5
75258;Munteni;7586;39;23;21;0;0;0;0;1;0;40;24;22;28;-4;-6
75338;Bereşti;2922;30;18;17;3;0;0;0;0;0;33;21;20;27;-6;-8
75356;Bereşti-Meria;3221;23;14;13;0;0;0;0;0;0;23;14;13;22;-8;-9
75472;Târgu Bujor;10180;71;43;39;6;0;0;0;1;0;78;50;46;52;-2;-6
75515;Barcea;6421;32;19;18;0;0;0;0;1;0;33;20;19;30;-10;-11
75542;Bălăbăneşti;1866;17;10;9;0;3;2;0;1;1;22;14;13;17;-3;-4
75613;Bălăşeşti;2095;19;11;10;0;0;0;0;1;0;20;12;11;20;-8;-9
75668;Băleni;2134;19;11;10;0;0;0;0;0;0;19;11;10;16;-5;-6
75686;Băneasa;1919;16;10;9;0;0;0;0;0;0;16;10;9;14;-4;-5
75711;Braniştea;4455;26;16;14;0;4;4;0;0;0;30;19;18;24;-5;-6
75766;Brăhăşeşti;10256;41;25;23;0;10;9;0;0;0;51;33;31;32;1;-1
75819;Buciumeni;2295;20;12;11;0;0;0;0;0;0;20;12;11;17;-5;-6
75864;Cavadineşti;2684;20;12;11;0;0;0;0;0;2;22;14;13;19;-5;-6
75917;Cerţeşti;2219;18;11;10;0;0;0;0;0;1;19;12;11;15;-3;-4
75953;Corod;7232;39;23;21;3;7;6;0;0;0;49;32;30;34;-2;-4
76004;Corni;1979;17;10;9;0;0;0;0;1;0;18;11;10;11;0;-1
76040;Cosmeşti;6372;34;20;19;0;0;0;0;1;1;36;22;21;29;-7;-8
76111;Costache Negri;2682;20;12;11;0;0;0;0;1;0;21;13;12;20;-7;-8
76139;Cuca;1944;18;11;10;0;0;0;0;1;0;19;12;11;16;-4;-5
76157;Cudalbi;7119;39;23;21;3;7;6;0;0;2;51;34;32;41;-7;-9
76175;Drăguşeni;5406;30;18;17;0;6;5;0;0;0;36;23;21;25;-2;-4
76255;Fârţăneşti;4834;27;16;15;3;5;4;0;1;0;36;24;23;25;-1;-2
76282;Folteşti;3008;21;13;12;0;0;0;0;1;0;22;14;13;17;-3;-4
76317;Frumuşiţa;5200;28;17;15;0;0;0;0;1;2;31;20;18;23;-3;-5
76353;Fundeni;3578;23;14;13;0;0;0;0;0;0;23;14;13;17;-3;-4
76406;Ghidigeni;7029;35;21;19;0;7;6;0;1;0;43;28;26;38;-10;-12
76497;Gohor;3182;21;13;12;0;3;3;0;0;0;24;15;14;24;-9;-10
76558;Griviţa;3636;23;14;13;0;0;0;0;0;0;23;14;13;15;-1;-2
76585;Independenţa;4412;27;16;15;0;0;0;0;0;0;27;16;15;24;-8;-9
76601;Iveşti;9918;39;23;21;3;0;0;0;0;0;42;26;24;37;-11;-13
76638;Jorăşti;1693;15;9;8;0;0;0;0;1;0;16;10;9;12;-2;-3
76674;Lieşti;10753;46;28;25;3;0;0;0;0;0;49;31;28;40;-9;-12
76692;Matca;12038;52;31;29;0;0;0;0;0;0;52;31;29;44;-13;-15
76718;Măstăcani;4349;27;16;15;0;0;0;0;1;0;28;17;16;20;-3;-4
76745;Movileni;3251;20;12;11;0;0;0;0;1;0;21;13;12;18;-5;-6
76763;Nămoloasa;1933;16;10;9;0;0;0;0;1;0;17;11;10;15;-4;-5
